"","POLLSTER","START","END","SAMPLE","POPULATION","DEMPCT","REPPCT","OTHERPCT","ELAPSED","RECWGT","BIAS","WEIGHT","SAMPWEIGHT","POPWEIGHT","TOTWGT","DEMOCRATIC","REPUBLICAN"
"840","RMG Research","11/29/21",2021-11-30,1200,"rv",35,38,NA,343,1.45723676046985e-08,2.88333333333333,2,1.77251920894402,1.67,8.62715370070662e-08,34.2791666666667,38.7208333333333
"841","Morning Consult","11/28/21",2021-11-30,18748,"rv",43,42,NA,343,1.45723676046985e-08,1.90875,2,2.45971058976065,1.67,1.1971831509664e-07,42.5228125,42.4771875
"842","YouGov","11/27/21",2021-11-30,1272,"rv",42,37,NA,343,1.45723676046985e-08,3.91115384615385,2,1.78708643597502,1.67,8.69805488245705e-08,41.0222115384615,37.9777884615385
"843","Morning Consult","11/27/21",2021-11-29,19346,"rv",44,42,NA,344,1.36411933147582e-08,1.90875,2,2.46756023968562,1.67,1.12425957259511e-07,43.5228125,42.4771875
"844","Morning Consult","11/26/21",2021-11-28,19573,"rv",44,42,NA,345,1.27695210619452e-08,1.90875,2,2.47047658612563,1.67,1.05366321350576e-07,43.5228125,42.4771875
"845","Morning Consult","11/25/21",2021-11-27,18804,"rv",44,42,NA,346,1.19535486660869e-08,1.90875,2,2.46045622303601,1.67,9.82333518974762e-08,43.5228125,42.4771875
"846","Morning Consult","11/24/21",2021-11-26,16989,"rv",44,42,NA,347,1.11897169063239e-08,1.90875,2,2.43508033869548,1.67,9.1007851178087e-08,43.5228125,42.4771875
"847","Morning Consult","11/23/21",2021-11-25,15009,"rv",44,42,NA,348,1.04746939960098e-08,1.90875,2,2.40410132503908,1.67,8.41086338887216e-08,43.5228125,42.4771875
"848","Morning Consult","11/22/21",2021-11-24,15258,"rv",43,42,NA,349,9.8053610496648e-09,1.90875,2,2.40821480866254,1.67,7.88688083848461e-08,42.5228125,42.4771875
"849","Morning Consult","11/21/21",2021-11-23,16948,"rv",44,42,NA,350,9.17879847859122e-09,1.90875,2,2.43447627793661,1.67,7.46341943013439e-08,43.5228125,42.4771875
"850","YouGov","11/20/21",2021-11-23,1249,"rv",40,40,NA,350,9.17879847859122e-09,3.91115384615385,2,1.78252462753139,1.67,5.464719069305e-08,39.0222115384615,40.9777884615385
"851","Morning Consult","11/20/21",2021-11-22,17606,"rv",44,42,NA,351,8.59227325580924e-09,1.90875,2,2.44399875800521,1.67,7.01383472532349e-08,43.5228125,42.4771875
"852","Fabrizio Lee & Associates/Impact Research","11/16/21",2021-11-22,1500,"rv",41,44,NA,351,8.59227325580924e-09,0,1,1.82830509677258,1.67,2.62345259673861e-08,41,44
"853","Morning Consult","11/19/21",2021-11-21,15967,"rv",44,42,NA,352,8.04322699476303e-09,1.90875,2,2.41956984283493,1.67,6.50002392485187e-08,43.5228125,42.4771875
"854","Public Opinion Strategies","11/18/21",2021-11-21,1000,"rv",42,40,NA,352,8.04322699476303e-09,6.27333333333333,1,1.72693881974553,1.67,2.31965687585801e-08,40.4316666666667,41.5683333333333
"855","Morning Consult","11/18/21",2021-11-20,15506,"rv",43,42,NA,353,7.52926478979767e-09,1.90875,2,2.41224558119473,1.67,6.06625353009071e-08,42.5228125,42.4771875
"856","YouGov","11/17/21",2021-11-19,1696,"a",38,32,NA,354,7.0481447697296e-09,3.91115384615385,2,1.85900695408796,1,2.62051002806921e-08,37.0222115384615,32.9777884615385
"857","YouGov","11/17/21",2021-11-19,1307,"rv",43,39,NA,354,7.0481447697296e-09,3.91115384615385,2,1.79387242840606,1.67,4.22291983965998e-08,42.0222115384615,39.9777884615385
"858","Morning Consult","11/17/21",2021-11-19,15183,"rv",42,43,NA,354,7.0481447697296e-09,1.90875,2,2.40698291497055,1.67,5.66623119035471e-08,41.5228125,43.4771875
"859","Marist College","11/16/21",2021-11-19,969,"rv",46,41,NA,354,7.0481447697296e-09,-0.2575,2,1.71906615297269,1.67,4.04681985637448e-08,46.064375,40.935625
"860","Morning Consult","11/16/21",2021-11-18,15988,"rv",42,43,NA,355,6.59776831894388e-09,1.90875,2,2.4198984299578,1.67,5.33262035154337e-08,41.5228125,43.4771875
"861","Echelon Insights","11/12/21",2021-11-18,1013,"rv",46,44,NA,355,6.59776831894388e-09,1.49,2,1.73016787606217,1.67,3.8126924309119e-08,45.6275,44.3725
"862","Echelon Insights","11/12/21",2021-11-18,839,"lv",49,44,NA,355,6.59776831894388e-09,1.49,2,1.6830526766168,2,4.44175665155841e-08,48.6275,44.3725
"863","Morning Consult","11/15/21",2021-11-17,17080,"rv",44,42,NA,356,6.17617092336337e-09,1.90875,2,2.43641586683564,1.67,5.02593875854646e-08,43.5228125,42.4771875
"864","YouGov","11/14/21",2021-11-16,1299,"rv",42,38,NA,357,5.78151360136045e-09,3.91115384615385,2,1.79233750416765,1.67,3.46104950196362e-08,41.0222115384615,38.9777884615385
"865","Morning Consult","11/14/21",2021-11-16,15907,"rv",44,42,NA,357,5.78151360136045e-09,1.90875,2,2.41862863572459,1.67,4.67043367426325e-08,43.5228125,42.4771875
"866","McLaughlin & Associates","11/11/21",2021-11-16,1000,"lv",44,48,NA,357,5.78151360136045e-09,-7.86,1,1.72693881974553,2,1.99686405501523e-08,45.965,46.035
"867","Morning Consult","11/13/21",2021-11-15,1998,"rv",43,43,NA,358,5.41207488223352e-09,1.90875,2,1.89997548980212,1.67,3.43445841482261e-08,42.5228125,43.4771875
"868","Morning Consult","11/13/21",2021-11-15,16502,"rv",44,42,NA,358,5.41207488223352e-09,1.90875,2,2.42780921616607,1.67,4.38858808274092e-08,43.5228125,42.4771875
"869","Quinnipiac University","11/11/21",2021-11-15,1378,"a",38,46,NA,358,5.41207488223352e-09,5.5,2,1.8070971128934,1,1.95602897888942e-08,36.625,47.375
"870","Quinnipiac University","11/11/21",2021-11-15,1262,"rv",41,46,NA,358,5.41207488223352e-09,5.5,2,1.78511326077529,1.67,3.22682965795503e-08,39.625,47.375
"871","Morning Consult","11/12/21",2021-11-14,14961,"rv",44,42,NA,359,5.06624329725879e-09,1.90875,2,2.40330052355356,1.67,4.06668552636309e-08,43.5228125,42.4771875
"872","Morning Consult","11/11/21",2021-11-13,16094,"rv",43,42,NA,360,4.74251035056396e-09,1.90875,2,2.42155045267652,1.67,3.83573218080123e-08,42.5228125,42.4771875
"873","Morning Consult","11/10/21",2021-11-12,15018,"rv",43,42,NA,361,4.43946393916292e-09,1.90875,2,2.40425119016496,1.67,3.56497787744857e-08,42.5228125,42.4771875
"874","Morning Consult","11/9/21",2021-11-11,14766,"rv",44,42,NA,362,4.15578219345041e-09,1.90875,2,2.40002062990478,1.67,3.33130364122242e-08,43.5228125,42.4771875
"875","Rasmussen Reports/Pulse Opinion Research","11/8/21",2021-11-11,2500,"lv",38,51,NA,362,4.15578219345041e-09,-4.13,2,1.95601150271407,2,3.25150310926533e-08,39.0325,49.9675
"876","Morning Consult","11/8/21",2021-11-10,15476,"rv",44,43,NA,363,3.89022771128893e-09,1.90875,2,2.4117614289551,1.67,3.1336885820756e-08,43.5228125,43.4771875
"877","ABC News/The Washington Post","11/7/21",2021-11-10,1001,"a",43,46,NA,363,3.89022771128893e-09,0.671666666666667,2,1.7271886948288,1,1.3438314646496e-08,42.8320833333333,46.1679166666667
"878","ABC News/The Washington Post","11/7/21",2021-11-10,882,"rv",41,51,NA,363,3.89022771128893e-09,0.671666666666667,2,1.6955480140017,1.67,2.20308666854336e-08,40.8320833333333,51.1679166666667
"879","Morning Consult","11/7/21",2021-11-09,16901,"rv",44,43,NA,364,3.64164216053757e-09,1.90875,2,2.43378201768956,1.67,2.96022971052894e-08,43.5228125,43.4771875
"880","YouGov","11/6/21",2021-11-09,1258,"rv",44,37,NA,364,3.64164216053757e-09,3.91115384615385,2,1.7843196093151,1.67,2.17028307473003e-08,43.0222115384615,37.9777884615385
"881","Susquehanna Polling & Research Inc.","11/1/21",2021-11-09,800,"lv",32,29,NA,364,3.64164216053757e-09,0.327587076335325,1,1.67115293191698,2,1.21714819471497e-08,31.9181032309162,29.0818967690838
"882","Morning Consult","11/6/21",2021-11-08,17282,"rv",44,43,NA,365,3.40894122647922e-09,1.90875,2,2.43935519410034,1.67,2.77741657472308e-08,43.5228125,43.4771875
"883","YouGov","11/4/21",2021-11-08,1673,"a",36,33,NA,365,3.40894122647922e-09,3.91115384615385,2,1.85559342524671,1,1.26512178538146e-08,35.0222115384615,33.9777884615385
"884","Morning Consult","11/5/21",2021-11-07,1998,"rv",44,42,NA,366,3.1911098821072e-09,1.90875,2,1.89997548980212,1.67,2.02505220746385e-08,43.5228125,42.4771875
"885","Morning Consult","11/5/21",2021-11-07,16544,"rv",44,42,NA,366,3.1911098821072e-09,1.90875,2,2.42844469432704,1.67,2.58831090998074e-08,43.5228125,42.4771875
"886","Morning Consult","11/4/21",2021-11-06,16316,"rv",44,43,NA,367,2.98719796064054e-09,1.90875,2,2.42497537510936,1.67,2.4194564193735e-08,43.5228125,43.4771875
"887","Suffolk University","11/3/21",2021-11-05,1000,"rv",37.7,45.9,NA,368,2.79631601095561e-09,4.0675,2,1.72693881974553,1.67,1.61290826831281e-08,36.683125,46.916875
"888","Morning Consult","11/3/21",2021-11-05,16218,"rv",44,43,NA,368,2.79631601095561e-09,1.90875,2,2.42346925387613,1.67,2.2634464828086e-08,43.5228125,43.4771875
"889","Emerson College","11/3/21",2021-11-04,1000,"rv",42,48.7,NA,369,2.61763141785555e-09,-0.25,1,1.72693881974553,1.67,7.54921714983809e-09,42.0625,48.6375
"890","Morning Consult","11/2/21",2021-11-04,16905,"rv",43,43,NA,369,2.61763141785555e-09,1.90875,2,2.4338411787855,1.67,2.12788031131027e-08,42.5228125,43.4771875
"891","SSRS","11/1/21",2021-11-04,1004,"a",50,40,NA,369,2.61763141785555e-09,6.54,2,1.72793682506292,1,9.04620344270853e-09,48.365,41.635
"892","SSRS","11/1/21",2021-11-04,859,"rv",49,44,NA,369,2.61763141785555e-09,6.54,2,1.68894223049606,1.67,1.4766234339935e-08,47.365,45.635
"893","Morning Consult","11/1/21",2021-11-03,16969,"rv",43,43,NA,370,2.45036477025458e-09,1.90875,2,2.43478585724321,1.67,1.99268190489275e-08,42.5228125,43.4771875
"894","Morning Consult","10/31/21",2021-11-02,17494,"rv",43,43,NA,371,2.29378646143531e-09,1.90875,2,2.44240331099495,1.67,1.87118545047375e-08,42.5228125,43.4771875
"895","YouGov","10/30/21",2021-11-02,1303,"rv",44,37,NA,371,2.29378646143531e-09,3.91115384615385,2,1.79310614428121,1.67,1.37374286762135e-08,43.0222115384615,37.9777884615385
"896","Morning Consult","10/30/21",2021-11-01,17406,"rv",43,43,NA,372,2.1472135065496e-09,1.90875,2,2.44114256333736,1.67,1.75071253065931e-08,42.5228125,43.4771875
"897","Morning Consult","10/29/21",2021-11-01,1996,"rv",42,42,NA,372,2.1472135065496e-09,1.90875,2,1.89972511421785,1.67,1.36242455160934e-08,41.5228125,42.4771875
"898","Morning Consult","10/29/21",2021-10-31,17153,"rv",43,42,NA,373,2.01000656348108e-09,1.90875,2,2.43748209110246,1.67,1.6363845704955e-08,42.5228125,42.4771875
"899","RMG Research","10/28/21",2021-10-30,1200,"rv",40,41,NA,374,1.88156714407464e-09,2.88333333333333,2,1.77251920894402,1.67,1.11392804453394e-08,39.2791666666667,41.7208333333333
"900","Morning Consult","10/28/21",2021-10-30,16906,"rv",44,42,NA,374,1.88156714407464e-09,1.90875,2,2.43385596687222,1.67,1.52954078250604e-08,43.5228125,42.4771875
"901","Morning Consult","10/27/21",2021-10-29,16893,"rv",44,42,NA,375,1.76133500356827e-09,1.90875,2,2.43366365348068,1.67,1.43168999124898e-08,43.5228125,42.4771875
"902","Harris Insights & Analytics","10/27/21",2021-10-28,1688,"rv",42,45,NA,376,1.64878569684026e-09,-0.633333333333333,2,1.85782491878898,1.67,1.02309382121311e-08,42.1583333333333,44.8416666666667
"903","Morning Consult","10/26/21",2021-10-28,16957,"rv",44,42,NA,376,1.64878569684026e-09,1.90875,2,2.43460900172678,1.67,1.34072559881485e-08,43.5228125,42.4771875
"904","Morning Consult","10/25/21",2021-10-27,17136,"rv",44,41,NA,377,1.54342829081216e-09,1.90875,2,2.43723419817188,1.67,1.25640653507299e-08,43.5228125,41.4771875
"905","YouGov","10/24/21",2021-10-26,1261,"rv",44,38,NA,378,1.44480322302927e-09,3.91115384615385,2,1.78491508399123,1.67,8.61336256105484e-09,43.0222115384615,38.9777884615385
"906","Morning Consult","10/24/21",2021-10-26,17907,"rv",43,42,NA,378,1.44480322302927e-09,1.90875,2,2.44823674420919,1.67,1.18143159314989e-08,42.5228125,42.4771875
"907","NBC News/The Wall Street Journal","10/23/21",2021-10-26,820,"rv",47,45,NA,378,1.44480322302927e-09,2.8,2,1.67732608506457,1.67,8.09417648679968e-09,46.3,45.7
"908","Echelon Insights","10/20/21",2021-10-26,1600,"rv",43,43,NA,378,1.44480322302927e-09,1.49,2,1.84443972705697,1.67,8.90060722419933e-09,42.6275,43.3725
"909","Morning Consult","10/23/21",2021-10-25,17571,"rv",43,42,NA,379,1.3524802970777e-09,1.90875,2,2.44350127368947,1.67,1.10379896773546e-08,42.5228125,42.4771875
"910","Morning Consult","10/22/21",2021-10-24,1999,"rv",44,42,NA,380,1.26605680609443e-09,1.90875,2,1.9001005836251,1.67,8.03482182238295e-09,43.5228125,42.4771875
"911","Morning Consult","10/22/21",2021-10-24,16426,"rv",43,42,NA,380,1.26605680609443e-09,1.90875,2,2.42665518107503,1.67,1.02614262488682e-08,42.5228125,42.4771875
"912","Morning Consult","10/21/21",2021-10-23,15561,"rv",43,42,NA,381,1.185155776185e-09,1.90875,2,2.41313076575488,1.67,9.55218579151856e-09,42.5228125,42.4771875
"913","Morning Consult","10/20/21",2021-10-22,14883,"rv",44,42,NA,382,1.10942432208678e-09,1.90875,2,2.40199372524229,1.67,8.90053306934728e-09,43.5228125,42.4771875
"914","Marist College","10/18/21",2021-10-22,1032,"rv",44,41,NA,382,1.10942432208678e-09,-0.2575,2,1.73481348651038,1.67,6.4283118825707e-09,44.064375,40.935625
"915","YouGov","10/19/21",2021-10-21,1704,"a",37,32,NA,383,1.03853210790543e-09,3.91115384615385,2,1.86018342684732,1,3.86372043074898e-09,36.0222115384615,32.9777884615385
"916","Morning Consult","10/19/21",2021-10-21,15647,"rv",44,42,NA,383,1.03853210790543e-09,1.90875,2,2.41450862107551,1.67,8.37519939085664e-09,43.5228125,42.4771875
"917","Morning Consult","10/18/21",2021-10-20,15720,"rv",44,42,NA,384,9.72169906210274e-10,1.90875,2,2.4156722664958,1.67,7.8438025617183e-09,43.5228125,42.4771875
"918","Morning Consult","10/17/21",2021-10-19,16309,"rv",44,42,NA,385,9.10048249203438e-10,1.90875,2,2.42486809541423,1.67,7.37053486236852e-09,43.5228125,42.4771875
"919","YouGov","10/16/21",2021-10-19,1268,"rv",42,37,NA,385,9.10048249203438e-10,3.91115384615385,2,1.78629903374929,1.67,5.4295651494459e-09,41.0222115384615,37.9777884615385
"920","Echelon Insights","10/15/21",2021-10-19,1098,"rv",46,42,NA,385,9.10048249203438e-10,1.49,2,1.75031140551737,1.67,5.32017855270731e-09,45.6275,42.3725
"921","Echelon Insights","10/15/21",2021-10-19,915,"lv",46,45,NA,385,9.10048249203438e-10,1.49,2,1.70473101631888,2,6.20554990705518e-09,45.6275,45.3725
"922","Morning Consult","10/16/21",2021-10-18,1998,"rv",45,40,NA,386,8.51896166079338e-10,1.90875,2,1.89997548980212,1.67,5.40606333025986e-09,44.5228125,40.4771875
"923","Morning Consult","10/16/21",2021-10-18,16207,"rv",43,42,NA,386,8.51896166079338e-10,1.90875,2,2.42329963166453,1.67,6.89509488269146e-09,42.5228125,42.4771875
"924","McLaughlin & Associates","10/14/21",2021-10-18,1000,"lv",47,48,NA,386,8.51896166079338e-10,-7.86,1,1.72693881974553,2,2.9423451191896e-09,48.965,46.035
"925","Morning Consult","10/15/21",2021-10-17,15542,"rv",43,43,NA,387,7.97460001066868e-10,1.90875,2,2.4128253289423,1.67,6.42659984257092e-09,42.5228125,43.4771875
"926","NBC News/The Wall Street Journal","10/14/21",2021-10-17,800,"a",43,41,NA,387,7.97460001066868e-10,2.8,2,1.67115293191698,1,2.66535523773883e-09,42.3,41.7
"927","Morning Consult","10/14/21",2021-10-16,15534,"rv",43,42,NA,388,7.46502306998695e-10,1.90875,2,2.4126966122449,1.67,6.01561918101004e-09,42.5228125,42.4771875
"928","Morning Consult","10/13/21",2021-10-15,15433,"rv",44,42,NA,389,6.98800809581479e-10,1.90875,2,2.41106583822521,1.67,5.62741489741811e-09,43.5228125,42.4771875
"929","Cor Services, Inc.","10/12/21",2021-10-14,508,"lv",39,49,NA,390,6.54147437849222e-10,0,1,1.55762036189462,2,2.03782673775029e-09,39,49
"930","Morning Consult","10/12/21",2021-10-14,16137,"rv",44,42,NA,390,6.54147437849222e-10,1.90875,2,2.42221751273534,1.67,5.29218784876359e-09,43.5228125,42.4771875
"931","RMG Research","10/11/21",2021-10-13,1200,"rv",40,41,NA,391,6.12347416570657e-10,2.88333333333333,2,1.77251920894402,1.67,3.62522784511858e-09,39.2791666666667,41.7208333333333
"932","Morning Consult","10/11/21",2021-10-13,16304,"rv",44,42,NA,391,6.12347416570657e-10,1.90875,2,2.42479143886563,1.67,4.95928134286212e-09,43.5228125,42.4771875
"933","Morning Consult","10/10/21",2021-10-12,16484,"rv",44,42,NA,392,5.73218416651792e-10,1.90875,2,2.42753637311468,1.67,4.64763857757917e-09,43.5228125,42.4771875
"934","YouGov","10/9/21",2021-10-12,1266,"rv",45,37,NA,392,5.73218416651792e-10,3.91115384615385,2,1.78590440067603,1.67,3.41920239810892e-09,44.0222115384615,37.9777884615385
"935","RMG Research","10/10/21",2021-10-11,1200,"rv",40,40,NA,393,5.36589759827743e-10,2.88333333333333,2,1.77251920894402,1.67,3.17672629310189e-09,39.2791666666667,40.7208333333333
"936","Morning Consult","10/9/21",2021-10-11,16018,"rv",44,42,NA,393,5.36589759827743e-10,1.90875,2,2.42036709222091,1.67,4.33780561701069e-09,43.5228125,42.4771875
"937","Morning Consult","10/8/21",2021-10-11,1999,"rv",43,41,NA,393,5.36589759827743e-10,1.90875,2,1.9001005836251,1.67,3.40537888282526e-09,42.5228125,41.4771875
"938","Morning Consult","10/8/21",2021-10-10,15226,"rv",44,42,NA,394,5.0230167417475e-10,1.90875,2,2.40768994296654,1.67,4.03935154208098e-09,43.5228125,42.4771875
"939","Morning Consult","10/7/21",2021-10-09,14959,"rv",44,42,NA,395,4.70204597194983e-10,1.90875,2,2.40326710109362,1.67,3.77429097900041e-09,43.5228125,42.4771875
"940","RMG Research","10/6/21",2021-10-09,1200,"rv",40,41,NA,395,4.70204597194983e-10,2.88333333333333,2,1.77251920894402,1.67,2.78371191341073e-09,39.2791666666667,41.7208333333333
"941","Morning Consult","10/6/21",2021-10-08,15507,"rv",43,42,NA,396,4.40158523434224e-10,1.90875,2,2.41226170346604,1.67,3.54633701544535e-09,42.5228125,42.4771875
"942","Morning Consult","10/5/21",2021-10-07,15822,"rv",43,42,NA,397,4.12032393786777e-10,1.90875,2,2.41728916389534,1.67,3.32664481185327e-09,42.5228125,42.4771875
"943","Morning Consult","10/4/21",2021-10-06,16287,"rv",43,42,NA,398,3.85703523823802e-10,1.90875,2,2.42453063064339,1.67,3.12340102624539e-09,42.5228125,42.4771875
"944","YouGov","10/3/21",2021-10-05,1261,"rv",43,36,NA,399,3.61057068651461e-10,3.91115384615385,2,1.78491508399123,1.67,2.15248373477895e-09,42.0222115384615,36.9777884615385
"945","Morning Consult","10/3/21",2021-10-05,16542,"rv",44,42,NA,399,3.61057068651461e-10,1.90875,2,2.42841447006296,1.67,2.92849934150596e-09,43.5228125,42.4771875
"946","Morning Consult","10/2/21",2021-10-04,1998,"rv",43,42,NA,400,3.37985521964633e-10,1.90875,2,1.89997548980212,1.67,2.1448284535202e-09,42.5228125,42.4771875
"947","Morning Consult","10/2/21",2021-10-04,15925,"rv",44,42,NA,400,3.37985521964633e-10,1.90875,2,2.41891137011009,1.67,2.7306404535229e-09,43.5228125,42.4771875
"948","Quinnipiac University","10/1/21",2021-10-04,1326,"a",43,46,NA,400,3.37985521964633e-10,5.5,2,1.79748054268645,1,1.2150447988823e-09,41.625,47.375
"949","Quinnipiac University","10/1/21",2021-10-04,1177,"rv",44,47,NA,400,3.37985521964633e-10,5.5,2,1.76768102681507,1.67,1.99548498568033e-09,42.625,48.375
"950","YouGov","10/1/21",2021-10-04,1640,"a",37,31,NA,400,3.37985521964633e-10,3.91115384615385,2,1.85061288020456,1,1.25096072054082e-09,36.0222115384615,31.9777884615385
"951","Morning Consult","10/1/21",2021-10-03,14987,"rv",44,42,NA,401,3.16388247111093e-10,1.90875,2,2.40373460941125,1.67,2.54011468783692e-09,43.5228125,42.4771875
"952","Morning Consult","9/30/21",2021-10-02,14969,"rv",44,42,NA,402,2.96171038120694e-10,1.90875,2,2.40343416872881,1.67,2.37750415997591e-09,43.5228125,42.4771875
"953","Morning Consult","9/29/21",2021-10-01,15934,"rv",44,42,NA,403,2.77245708784782e-10,1.90875,2,2.41905261748508,1.67,2.24004433812459e-09,43.5228125,42.4771875
"954","Morning Consult","9/28/21",2021-09-30,17060,"rv",44,42,NA,404,2.59529707993434e-10,1.90875,2,2.43612295526142,1.67,2.11170257257843e-09,43.5228125,42.4771875
"955","Morning Consult","9/27/21",2021-09-29,17574,"rv",44,42,NA,405,2.42945759652654e-10,1.90875,2,2.44354395401395,1.67,1.98278646478957e-09,43.5228125,42.4771875
"956","Public Religion Research Institute","9/16/21",2021-09-29,2508,"a",37,29,NA,405,2.42945759652654e-10,-0.86,1,1.9568102254382,1,4.75398746715165e-10,37.215,28.785
"957","YouGov","9/26/21",2021-09-28,1246,"rv",52,48,NA,406,2.27421525610849e-10,3.91115384615385,2,1.78192342483685,1.67,1.35352746428567e-09,51.0222115384615,48.9777884615385
"958","Morning Consult","9/26/21",2021-09-28,18617,"rv",44,41,NA,406,2.27421525610849e-10,1.90875,2,2.45795760519297,1.67,1.86703484465565e-09,43.5228125,41.4771875
"959","Morning Consult","9/25/21",2021-09-27,18392,"rv",44,41,NA,407,2.12889290124316e-10,1.90875,2,2.45491776661075,1.67,1.7455698401621e-09,43.5228125,41.4771875
"960","Morning Consult","9/24/21",2021-09-27,1999,"rv",45,41,NA,407,2.12889290124316e-10,1.90875,2,1.9001005836251,1.67,1.35106695513857e-09,44.5228125,41.4771875
"961","Morning Consult","9/24/21",2021-09-26,17006,"rv",44,41,NA,408,1.99285664485372e-10,1.90875,2,2.43533037548643,1.67,1.62099028328155e-09,43.5228125,41.4771875
